,name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,code,notes
33,Cameroon,4307021.0,4383964.0,4462133.0,4541788.0,4623280.0,4707000.0,4793394.0,4883012.0,4976413.0,5074196.0,5176920.0,5285015.0,5398730.0,5518104.0,5643039.0,5773538.0,5909874.0,6052419.0,6201410.0,6357096.0,6519754.0,6689659.0,6867170.0,7052847.0,7247284.0,7451057.0,7664398.0,7887571.0,8121081.0,8365559.0,8621409.0,8888534.0,9166813.0,9456496.0,9757849.0,10070806.0,10395481.0,10731058.0,11075423.0,11425807.0,11780086.0,12137912.0,12499499.0,12864091.0,13230978.0,13599984.0,13970812.0,14344444.0,14723772.0,15112598.0,15513944.0,15928910.0,16357605.0,16800869.0,17259322.0,17733408.0,18223677.0,18730283.0,19252674.0,19789922.0,20341236.0,20906392.0,21485267.0,22077300.0,22681853.0,23298376.0,23926549.0,24566070.0,25216261.0,25876387.0,26545864.0,27224262.0,27911544.0,28608129.0,29314689.0,30031677.0,30759098.0,31496597.0,32243884.0,33000511.0,33766113.0,34540456.0,35323394.0,36114786.0,36914554.0,37722496.0,38538398.0,39361907.0,40192575.0,41029921.0,41873473.0,42722778.0,43577517.0,44437462.0,45302436.0,46172131.0,47046311.0,47924420.0,48805575.0,49688734.0,50573036.0,51457947.0,52343235.0,53228850.0,54114805.0,55001112.0,55887485.0,56773532.0,57658951.0,58543379.0,59426513.0,60308071.0,61187795.0,62065416.0,62940671.0,63813297.0,64682974.0,65549407.0,66412386.0,67271712.0,68127171.0,68978447.0,69825149.0,70666794.0,71502809.0,72332688.0,73156123.0,73972769.0,74782107.0,75583593.0,76376767.0,77161150.0,77936543.0,78703127.0,79461234.0,80210990.0,80952447.0,81685146.0,82408218.0,83120508.0,83821211.0,84510009.0,85187066.0,85852785.0,86507725.0,87152330.0,87786892.0,88411589.0,89026362.0,89631027.0,90225178.0,120,
34,Canada,13733398.0,14078449.0,14445453.0,14834905.0,15245416.0,15673764.0,16114734.0,16561262.0,17004835.0,17436204.0,17847404.0,18233965.0,18596848.0,18943237.0,19284228.0,19627973.0,19975695.0,20324786.0,20674999.0,21025257.0,21374326.0,21723465.0,22072193.0,22415313.0,22745896.0,23059266.0,23354587.0,23634377.0,23901716.0,24161133.0,24416885.0,24668159.0,24916538.0,25171436.0,25444886.0,25744807.0,26075504.0,26432894.0,26806125.0,27179497.0,27541323.0,27888813.0,28224410.0,28547964.0,28860734.0,29164153.0,29457820.0,29742378.0,30022078.0,30302511.0,30588379.0,30880072.0,31178260.0,31488046.0,31815490.0,32164313.0,32536994.0,32930795.0,33337638.0,33746093.0,34147566.0,34539156.0,34922031.0,35296535.0,35664338.0,36026668.0,36382942.0,36732091.0,37074558.0,37411038.0,37742157.0,38067913.0,38388416.0,38704479.0,39017093.0,39326964.0,39634342.0,39939039.0,40240809.0,40539186.0,40833733.0,41124507.0,41411400.0,41693455.0,41969503.0,42238708.0,42500814.0,42756083.0,43004972.0,43248162.0,43486273.0,43719526.0,43948081.0,44172494.0,44393406.0,44611362.0,44826844.0,45040171.0,45251593.0,45461265.0,45669453.0,45876434.0,46082717.0,46288984.0,46496049.0,46704574.0,46914808.0,47126934.0,47341451.0,47558857.0,47779462.0,48003429.0,48230567.0,48460342.0,48691992.0,48924855.0,49158728.0,49393427.0,49628332.0,49862717.0,50096008.0,50327916.0,50558360.0,50787254.0,51014614.0,51240458.0,51464782.0,51687574.0,51908976.0,52129142.0,52348310.0,52566635.0,52784331.0,53001640.0,53218877.0,53436323.0,53654197.0,53872760.0,54092686.0,54314750.0,54539540.0,54767374.0,54998362.0,55232423.0,55469435.0,55709296.0,55951978.0,56197541.0,56446106.0,56697908.0,56953224.0,124,
35,Cape Verde,178064.0,186083.0,191447.0,194722.0,196462.0,197193.0,197417.0,197593.0,198129.0,199434.0,201770.0,205321.0,210141.0,216087.0,222949.0,230421.0,238655.0,247522.0,256168.0,263461.0,268633.0,271315.0,271841.0,271068.0,270228.0,270240.0,271345.0,273335.0,276182.0,279729.0,283848.0,288678.0,294244.0,300226.0,306140.0,311668.0,316613.0,321137.0,325744.0,331180.0,337953.0,346229.0,355763.0,366057.0,376409.0,386288.0,395533.0,404248.0,412513.0,420456.0,428178.0,435701.0,442955.0,449925.0,456619.0,463034.0,469171.0,475067.0,480846.0,486667.0,492644.0,498858.0,505241.0,511740.0,518275.0,524740.0,531140.0,537499.0,543764.0,549936.0,555988.0,561901.0,567676.0,573322.0,578868.0,584315.0,589668.0,594931.0,600086.0,605125.0,610062.0,614871.0,619556.0,624133.0,628585.0,632889.0,637075.0,641116.0,645018.0,648773.0,652383.0,655824.0,659117.0,662249.0,665208.0,668016.0,670645.0,673104.0,675392.0,677488.0,679399.0,681115.0,682640.0,683967.0,685110.0,686075.0,686841.0,687439.0,687858.0,688086.0,688120.0,687973.0,687647.0,687153.0,686476.0,685643.0,684672.0,683541.0,682253.0,680817.0,679251.0,677538.0,675704.0,673752.0,671696.0,669553.0,667322.0,665034.0,662668.0,660250.0,657798.0,655295.0,652753.0,650195.0,647617.0,645032.0,642417.0,639799.0,637162.0,634527.0,631870.0,629199.0,626512.0,623791.0,621071.0,618309.0,615524.0,612706.0,609833.0,606928.0,603949.0,132,
36,Cayman Islands,6416.0,6271.0,6247.0,6318.0,6458.0,6668.0,6912.0,7177.0,7427.0,7659.0,7870.0,8023.0,8141.0,8219.0,8299.0,8370.0,8444.0,8518.0,8638.0,8833.0,9143.0,9588.0,10135.0,10778.0,11488.0,12234.0,13023.0,13848.0,14681.0,15485.0,16207.0,16857.0,17436.0,18005.0,18662.0,19460.0,20426.0,21539.0,22775.0,24028.0,25307.0,26540.0,27784.0,29068.0,30521.0,32161.0,34065.0,36155.0,38330.0,40423.0,42305.0,43934.0,45347.0,46624.0,47899.0,49261.0,50729.0,52280.0,53835.0,55321.0,56672.0,57877.0,58963.0,59933.0,60848.0,61721.0,62564.0,63382.0,64172.0,64947.0,65720.0,66498.0,67280.0,68054.0,68838.0,69607.0,70360.0,71112.0,71859.0,72606.0,73335.0,74046.0,74757.0,75456.0,76147.0,76808.0,77477.0,78125.0,78767.0,79371.0,79974.0,80537.0,81098.0,81630.0,82135.0,82622.0,83071.0,83506.0,83909.0,84289.0,84657.0,85002.0,85327.0,85639.0,85934.0,86212.0,86503.0,86776.0,87046.0,87324.0,87594.0,87857.0,88134.0,88414.0,88713.0,89002.0,89311.0,89636.0,89955.0,90302.0,90649.0,91013.0,91374.0,91754.0,92139.0,92537.0,92944.0,93355.0,93778.0,94185.0,94601.0,95009.0,95427.0,95832.0,96243.0,96642.0,97043.0,97453.0,97853.0,98251.0,98651.0,99056.0,99461.0,99857.0,100250.0,100658.0,101056.0,101446.0,101848.0,102260.0,102667.0,136,
37,Central African Republic,1326660.0,1341722.0,1356120.0,1370516.0,1385454.0,1401337.0,1418483.0,1437062.0,1457120.0,1478677.0,1501668.0,1526057.0,1551908.0,1579375.0,1608618.0,1639706.0,1673019.0,1708306.0,1744198.0,1778870.0,1811157.0,1840517.0,1867786.0,1894850.0,1924386.0,1958367.0,1997017.0,2039914.0,2087661.0,2140778.0,2199359.0,2264441.0,2335339.0,2408322.0,2478382.0,2542170.0,2597765.0,2646836.0,2693974.0,2745735.0,2806740.0,2878507.0,2959236.0,3046148.0,3135017.0,3222662.0,3308235.0,3392432.0,3475485.0,3558019.0,3640421.0,3722016.0,3802129.0,3881185.0,3959883.0,4038380.0,4118075.0,4198004.0,4273368.0,4337623.0,4386765.0,4418639.0,4436411.0,4447945.0,4464171.0,4493171.0,4537683.0,4596023.0,4666375.0,4745179.0,4829764.0,4919987.0,5016678.0,5119136.0,5226574.0,5338265.0,5453695.0,5572383.0,5693742.0,5817201.0,5942207.0,6068360.0,6195290.0,6322641.0,6450111.0,6577417.0,6704284.0,6830549.0,6956129.0,7081003.0,7205166.0,7328516.0,7450950.0,7572512.0,7693276.0,7813306.0,7932567.0,8050989.0,8168556.0,8285231.0,8400954.0,8515695.0,8629422.0,8742061.0,8853595.0,8963955.0,9073061.0,9180861.0,9287273.0,9392248.0,9495690.0,9597525.0,9697664.0,9795954.0,9892261.0,9986415.0,10078337.0,10167955.0,10255146.0,10339794.0,10421779.0,10501049.0,10577557.0,10651236.0,10722042.0,10789987.0,10855024.0,10917133.0,10976323.0,11032622.0,11086012.0,11136528.0,11184200.0,11229132.0,11271429.0,11311206.0,11348512.0,11383384.0,11415851.0,11445960.0,11473756.0,11499245.0,11522507.0,11543537.0,11562411.0,11579140.0,11593748.0,11606278.0,11616722.0,11625095.0,11631410.0,140,
38,Chad,2502321.0,2543879.0,2588874.0,2636247.0,2685188.0,2735205.0,2786048.0,2837770.0,2890636.0,2945100.0,3001604.0,3060365.0,3121226.0,3183576.0,3246527.0,3309583.0,3372182.0,3434817.0,3499370.0,3568402.0,3643608.0,3726189.0,3815253.0,3907891.0,3999918.0,4088568.0,4173131.0,4255242.0,4337292.0,4422743.0,4514427.0,4612858.0,4718157.0,4832316.0,4957561.0,5095400.0,5247281.0,5412844.0,5589624.0,5773930.0,5963250.0,6157085.0,6356741.0,6563925.0,6781057.0,7010159.0,7250974.0,7503494.0,7770053.0,8053532.0,8355654.0,8678049.0,9019226.0,9373913.0,9734761.0,10096630.0,10457122.0,10818031.0,11183589.0,11560142.0,11952134.0,12360986.0,12784748.0,13220433.0,13663562.0,14110971.0,14561658.0,15016761.0,15477727.0,15946882.0,16425859.0,16914985.0,17413574.0,17921183.0,18437025.0,18960527.0,19491499.0,20029998.0,20575999.0,21129478.0,21690376.0,22258558.0,22833720.0,23415488.0,24003354.0,24596921.0,25195863.0,25800001.0,26409246.0,27023563.0,27642866.0,28266930.0,28895414.0,29527862.0,30163704.0,30802493.0,31443916.0,32087707.0,32733662.0,33381589.0,34031310.0,34682507.0,35334871.0,35988161.0,36642106.0,37296466.0,37950949.0,38605207.0,39258863.0,39911497.0,40562704.0,41212149.0,41859520.0,42504463.0,43146634.0,43785710.0,44421347.0,45053217.0,45681008.0,46304423.0,46923154.0,47536858.0,48145226.0,48747955.0,49344730.0,49935252.0,50519263.0,51096396.0,51666253.0,52228346.0,52782272.0,53327727.0,53864483.0,54392370.0,54911222.0,55420900.0,55921204.0,56411914.0,56892837.0,57363753.0,57824494.0,58274906.0,58714876.0,59144311.0,59563147.0,59971300.0,60368715.0,60755332.0,61131089.0,61495928.0,61849820.0,148,
39,Chile,6598518.0,6729580.0,6869714.0,7016465.0,7167909.0,7322655.0,7479848.0,7639207.0,7800869.0,7965324.0,8132988.0,8303804.0,8476895.0,8650390.0,8821855.0,8989607.0,9152848.0,9312091.0,9468851.0,9625304.0,9783134.0,9942716.0,10103675.0,10265827.0,10428803.0,10592310.0,10756876.0,10922777.0,11089165.0,11254877.0,11419350.0,11582020.0,11743909.0,11907955.0,12078137.0,12257238.0,12445833.0,12642917.0,12847712.0,13058758.0,13274617.0,13495255.0,13719818.0,13944934.0,14166346.0,14380864.0,14587367.0,14786227.0,14977736.0,15162801.0,15342350.0,15516112.0,15684413.0,15849649.0,16014972.0,16182713.0,16354507.0,16530201.0,16708255.0,16886184.0,17062531.0,17233584.0,17400359.0,17571511.0,17758969.0,17969356.0,18209072.0,18470435.0,18729166.0,18952035.0,19116209.0,19212362.0,19250192.0,19249347.0,19238997.0,19240995.0,19260477.0,19292754.0,19337990.0,19393834.0,19458098.0,19532745.0,19618420.0,19709544.0,19798464.0,19879426.0,19950364.0,20012198.0,20065862.0,20113506.0,20156641.0,20195132.0,20228161.0,20255949.0,20278708.0,20296684.0,20309993.0,20318734.0,20323082.0,20323217.0,20319303.0,20311481.0,20299861.0,20284459.0,20265238.0,20242216.0,20215517.0,20185262.0,20151681.0,20114942.0,20075269.0,20032777.0,19987595.0,19939914.0,19889988.0,19837987.0,19784052.0,19728259.0,19670662.0,19611279.0,19550140.0,19487321.0,19422937.0,19356967.0,19289382.0,19220207.0,19149484.0,19077326.0,19003926.0,18929478.0,18854185.0,18778157.0,18701477.0,18624244.0,18546506.0,18468358.0,18389882.0,18311231.0,18232554.0,18154034.0,18075823.0,17998042.0,17920796.0,17844161.0,17768205.0,17693044.0,17618722.0,17545369.0,17473108.0,17402057.0,17332335.0,152,
40,China,554419269.0,569909108.0,582576497.0,593365882.0,603052316.0,612241552.0,621363233.0,630677648.0,640295777.0,650212731.0,660408054.0,670952701.0,682102654.0,694339084.0,708254602.0,724218970.0,742414887.0,762581176.0,784074715.0,805985941.0,827601385.0,848759709.0,869485962.0,889485368.0,908464206.0,926240889.0,942685412.0,957891271.0,972205441.0,986132214.0,1000089228.0,1014022211.0,1027948989.0,1042431401.0,1058171973.0,1075589363.0,1095014106.0,1116095475.0,1137724234.0,1158357393.0,1176883681.0,1192897277.0,1206711243.0,1218817059.0,1230020026.0,1240920539.0,1251636178.0,1261996017.0,1271982349.0,1281514833.0,1290550767.0,1299129747.0,1307352256.0,1315303522.0,1323084639.0,1330776380.0,1338408644.0,1345993891.0,1353569480.0,1361169410.0,1368810604.0,1376497633.0,1384206408.0,1391883335.0,1399453966.0,1406847868.0,1414049353.0,1421021794.0,1427647789.0,1433783692.0,1439323774.0,1444216102.0,1448471404.0,1452127674.0,1455254862.0,1457908248.0,1460092251.0,1461797638.0,1463052846.0,1463891336.0,1464340150.0,1464417502.0,1464130422.0,1463480846.0,1462465124.0,1461083030.0,1459341172.0,1457252173.0,1454828444.0,1452084266.0,1449031420.0,1445680248.0,1442035132.0,1438094712.0,1433854120.0,1429312245.0,1424476521.0,1419358625.0,1413967251.0,1408312310.0,1402405167.0,1396257711.0,1389884267.0,1383302617.0,1376532628.0,1369594143.0,1362501952.0,1355273264.0,1347933557.0,1340511099.0,1333030632.0,1325507532.0,1317954387.0,1310388652.0,1302827463.0,1295284575.0,1287771917.0,1280295274.0,1272853509.0,1265441087.0,1258054223.0,1250697624.0,1243376129.0,1236086056.0,1228821658.0,1221580153.0,1214363695.0,1207178720.0,1200032299.0,1192933527.0,1185891297.0,1178909492.0,1171994339.0,1165160146.0,1158423988.0,1151799204.0,1145288558.0,1138892698.0,1132619326.0,1126476394.0,1120466928.0,1114587314.0,1108827893.0,1103174437.0,1097609742.0,1092115201.0,1086671336.0,1081258072.0,1075854855.0,1070440551.0,1064993456.0,156,
41,Colombia,11981576.0,12295965.0,12633899.0,12993849.0,13374543.0,13774999.0,14194561.0,14632794.0,15089522.0,15564624.0,16057714.0,16567817.0,17092919.0,17629978.0,18175187.0,18725242.0,19279734.0,19837508.0,20393704.0,20942453.0,21480064.0,22003983.0,22516429.0,23024512.0,23538390.0,24065502.0,24608102.0,25164544.0,25733669.0,26312996.0,26900508.0,27496608.0,28101824.0,28714183.0,29331230.0,29951194.0,30572479.0,31195417.0,31822527.0,32457497.0,33102569.0,33758328.0,34422568.0,35091272.0,35758978.0,36421438.0,37076387.0,37723803.0,38364307.0,38999468.0,39629965.0,40255956.0,40875363.0,41483872.0,42075953.0,42647731.0,43200901.0,43737512.0,44254972.0,44750054.0,45222699.0,45662747.0,46075721.0,46495492.0,46967706.0,47520667.0,48175048.0,48909844.0,49661056.0,50339443.0,50882884.0,51265841.0,51512766.0,51672846.0,51819751.0,52007050.0,52249393.0,52530216.0,52834564.0,53136449.0,53416767.0,53673635.0,53914359.0,54139352.0,54350497.0,54549153.0,54734575.0,54905505.0,55062298.0,55205638.0,55336024.0,55453519.0,55558042.0,55649953.0,55729574.0,55797218.0,55853123.0,55897323.0,55929665.0,55949886.0,55957823.0,55953486.0,55937108.0,55909041.0,55869728.0,55819537.0,55758682.0,55687201.0,55605004.0,55511926.0,55407876.0,55292940.0,55167338.0,55031392.0,54885497.0,54729955.0,54565014.0,54390752.0,54207289.0,54014662.0,53812957.0,53602382.0,53383207.0,53155550.0,52919573.0,52675458.0,52423482.0,52164008.0,51897387.0,51624021.0,51344352.0,51058721.0,50767653.0,50471670.0,50171402.0,49867477.0,49560359.0,49250550.0,48938630.0,48625232.0,48310944.0,47996271.0,47681692.0,47367659.0,47054584.0,46742901.0,46433038.0,46125476.0,45820665.0,45519092.0,45221276.0,170,
42,Comoros,159459.0,163146.0,166538.0,169748.0,172853.0,175906.0,178946.0,181990.0,185046.0,188088.0,191122.0,194149.0,197202.0,200371.0,203762.0,207429.0,211477.0,215900.0,220574.0,225324.0,230055.0,234645.0,239229.0,244207.0,250107.0,257285.0,265958.0,275903.0,286628.0,297451.0,307831.0,317617.0,326944.0,336088.0,345455.0,355337.0,365765.0,376647.0,387964.0,399638.0,411598.0,423873.0,436454.0,449270.0,462280.0,475394.0,488625.0,501955.0,515381.0,528853.0,542358.0,555895.0,569480.0,583213.0,597230.0,611625.0,626427.0,641624.0,657227.0,673251.0,689696.0,706578.0,723865.0,741511.0,759390.0,777435.0,795597.0,813890.0,832322.0,850891.0,869595.0,888456.0,907411.0,926492.0,945693.0,965002.0,984415.0,1003919.0,1023549.0,1043282.0,1063111.0,1083057.0,1103110.0,1123253.0,1143493.0,1163805.0,1184190.0,1204643.0,1225168.0,1245731.0,1266333.0,1286976.0,1307640.0,1328308.0,1348958.0,1369590.0,1390174.0,1410709.0,1431154.0,1451516.0,1471738.0,1491822.0,1511766.0,1531563.0,1551216.0,1570744.0,1590119.0,1609339.0,1628411.0,1647258.0,1665915.0,1684361.0,1702572.0,1720587.0,1738384.0,1755987.0,1773389.0,1790577.0,1807545.0,1824271.0,1840744.0,1856952.0,1872886.0,1888547.0,1903920.0,1918988.0,1933750.0,1948191.0,1962321.0,1976137.0,1989637.0,2002844.0,2015725.0,2028277.0,2040474.0,2052312.0,2063792.0,2074900.0,2085632.0,2096025.0,2106038.0,2115707.0,2125010.0,2133955.0,2142536.0,2150756.0,2158609.0,2166099.0,2173239.0,2180037.0,2186509.0,174,
43,Congo,827246.0,842483.0,858407.0,875106.0,892633.0,911033.0,930381.0,950719.0,972100.0,994599.0,1018254.0,1043118.0,1069236.0,1096638.0,1125354.0,1155389.0,1186782.0,1219547.0,1253761.0,1289519.0,1326894.0,1365891.0,1406510.0,1448632.0,1492055.0,1536658.0,1582361.0,1629218.0,1677326.0,1726865.0,1777932.0,1830629.0,1884873.0,1940454.0,1996994.0,2054308.0,2112359.0,2171319.0,2231462.0,2293161.0,2356740.0,2422312.0,2489945.0,2559880.0,2632345.0,2707532.0,2785815.0,2867283.0,2951651.0,3038432.0,3127420.0,3217930.0,3310376.0,3406915.0,3510468.0,3622775.0,3745143.0,3876123.0,4011487.0,4145399.0,4273738.0,4394842.0,4510197.0,4622757.0,4736965.0,4856093.0,4980996.0,5110701.0,5244363.0,5380504.0,5518092.0,5657017.0,5797801.0,5940746.0,6086280.0,6234721.0,6386128.0,6540366.0,6697444.0,6857284.0,7019835.0,7185084.0,7352974.0,7523398.0,7696200.0,7871209.0,8048363.0,8227584.0,8408771.0,8591821.0,8776657.0,8963178.0,9151307.0,9340925.0,9531881.0,9724086.0,9917446.0,10111922.0,10307506.0,10504202.0,10701991.0,10900862.0,11100778.0,11301737.0,11503729.0,11706766.0,11910788.0,12115798.0,12321860.0,12529066.0,12737461.0,12947063.0,13157788.0,13369461.0,13581865.0,13794826.0,14008218.0,14222018.0,14436282.0,14651102.0,14866509.0,15082456.0,15298818.0,15515309.0,15731648.0,15947579.0,16162965.0,16377740.0,16591774.0,16804975.0,17017242.0,17228467.0,17438564.0,17647433.0,17855031.0,18061292.0,18266136.0,18469524.0,18671361.0,18871590.0,19070134.0,19266970.0,19462072.0,19655450.0,19847113.0,20037080.0,20225351.0,20411963.0,20596925.0,20780263.0,20961987.0,178,
44,Cook Islands,15071.0,15411.0,15634.0,15830.0,16056.0,16350.0,16712.0,17120.0,17539.0,17920.0,18213.0,18380.0,18452.0,18507.0,18628.0,18894.0,19329.0,19890.0,20496.0,20985.0,21301.0,21399.0,21309.0,21056.0,20691.0,20225.0,19689.0,19068.0,18440.0,17902.0,17519.0,17306.0,17271.0,17343.0,17473.0,17592.0,17702.0,17794.0,17898.0,18026.0,18195.0,18419.0,18678.0,18934.0,19081.0,19105.0,18948.0,18653.0,18313.0,18042.0,17935.0,18017.0,18274.0,18609.0,18892.0,19070.0,19094.0,18994.0,18808.0,18602.0,18392.0,18200.0,18009.0,17834.0,17685.0,17581.0,17521.0,17505.0,17519.0,17547.0,17564.0,17572.0,17564.0,17566.0,17542.0,17548.0,17544.0,17547.0,17536.0,17534.0,17530.0,17522.0,17514.0,17505.0,17494.0,17476.0,17469.0,17461.0,17430.0,17417.0,17402.0,17368.0,17345.0,17318.0,17285.0,17254.0,17228.0,17195.0,17151.0,17118.0,17074.0,17032.0,16996.0,16944.0,16891.0,16847.0,16790.0,16741.0,16691.0,16634.0,16583.0,16531.0,16469.0,16410.0,16361.0,16302.0,16245.0,16190.0,16132.0,16078.0,16023.0,15960.0,15904.0,15845.0,15782.0,15735.0,15672.0,15610.0,15544.0,15481.0,15418.0,15346.0,15281.0,15209.0,15135.0,15066.0,14988.0,14912.0,14838.0,14756.0,14676.0,14589.0,14513.0,14418.0,14328.0,14237.0,14156.0,14060.0,13971.0,13873.0,13786.0,184,
45,Costa Rica,945683.0,972151.0,1002444.0,1035862.0,1071875.0,1110088.0,1150271.0,1192362.0,1236387.0,1282503.0,1330787.0,1381187.0,1433346.0,1486555.0,1539942.0,1592834.0,1645076.0,1696742.0,1747690.0,1797891.0,1847394.0,1896074.0,1944170.0,1992522.0,2042242.0,2094186.0,2148681.0,2205618.0,2264942.0,2326460.0,2389973.0,2455593.0,2523358.0,2593015.0,2664220.0,2736719.0,2810245.0,2884856.0,2960932.0,3039015.0,3119436.0,3202083.0,3286525.0,3372298.0,3458829.0,3545524.0,3632361.0,3718952.0,3803893.0,3885428.0,3962369.0,4034074.0,4100921.0,4164053.0,4225156.0,4285504.0,4345421.0,4404626.0,4463123.0,4520739.0,4577371.0,4633086.0,4688003.0,4742111.0,4795390.0,4847805.0,4899336.0,4949955.0,4999443.0,5047561.0,5094114.0,5139053.0,5182352.0,5223972.0,5263904.0,5302111.0,5338556.0,5373263.0,5406321.0,5437872.0,5468042.0,5496847.0,5524261.0,5550299.0,5574888.0,5598034.0,5619724.0,5639976.0,5658785.0,5676133.0,5691986.0,5706363.0,5719266.0,5730725.0,5740785.0,5749469.0,5756791.0,5762774.0,5767403.0,5770705.0,5772686.0,5773361.0,5772755.0,5770876.0,5767740.0,5763372.0,5757759.0,5750977.0,5743052.0,5734068.0,5724047.0,5713055.0,5701098.0,5688200.0,5674400.0,5659755.0,5644252.0,5627935.0,5610772.0,5592739.0,5573822.0,5554029.0,5533403.0,5511937.0,5489651.0,5466540.0,5442639.0,5418004.0,5392682.0,5366744.0,5340254.0,5313269.0,5285852.0,5258084.0,5230085.0,5201963.0,5173781.0,5145581.0,5117436.0,5089400.0,5061516.0,5033847.0,5006413.0,4979260.0,4952382.0,4925825.0,4899584.0,4873684.0,4848108.0,4822872.0,4797969.0,188,
46,Cote d'Ivoire,2630131.0,2690625.0,2761084.0,2838189.0,2919713.0,3004421.0,3092200.0,3183962.0,3281513.0,3387290.0,3503559.0,3631547.0,3770756.0,3918630.0,4071411.0,4226843.0,4383723.0,4544168.0,4713134.0,4897470.0,5102070.0,5328735.0,5576026.0,5841513.0,6121295.0,6412409.0,6713949.0,7026497.0,7350269.0,7685927.0,8033652.0,8393689.0,8764991.0,9144940.0,9530103.0,9918204.0,10307268.0,10698188.0,11094740.0,11502453.0,11924873.0,12362404.0,12812428.0,13271638.0,13735438.0,14199759.0,14665125.0,15130674.0,15589407.0,16032573.0,16454660.0,16853027.0,17231539.0,17599613.0,17970493.0,18354513.0,18754914.0,19171250.0,19605568.0,20059147.0,20532944.0,21028652.0,21547188.0,22087506.0,22647672.0,23226148.0,23822726.0,24437475.0,25069226.0,25716554.0,26378275.0,27053629.0,27742301.0,28444206.0,29159503.0,29888170.0,30629934.0,31384161.0,32149984.0,32926400.0,33712604.0,34508084.0,35312725.0,36126588.0,36949902.0,37782809.0,38625101.0,39476447.0,40336679.0,41205578.0,42083001.0,42968656.0,43862311.0,44763715.0,45672542.0,46588538.0,47511318.0,48440607.0,49375998.0,50317159.0,51263670.0,52215196.0,53171299.0,54131454.0,55095070.0,56061605.0,57030619.0,58001740.0,58974546.0,59948638.0,60923612.0,61899082.0,62874670.0,63850005.0,64824726.0,65798478.0,66770899.0,67741643.0,68710443.0,69677005.0,70641048.0,71602218.0,72560156.0,73514600.0,74465258.0,75411849.0,76354037.0,77291406.0,78223461.0,79149633.0,80069391.0,80982409.0,81888323.0,82786720.0,83677149.0,84559194.0,85432493.0,86296768.0,87152005.0,87998306.0,88835640.0,89663808.0,90482407.0,91290948.0,92088915.0,92875827.0,93651257.0,94414871.0,95166433.0,95905739.0,96632721.0,384,
47,Croatia,3850294.0,3886220.0,3922668.0,3959122.0,3995137.0,4030420.0,4064773.0,4098126.0,4130493.0,4161964.0,4192640.0,4222503.0,4251422.0,4279061.0,4304991.0,4328928.0,4350817.0,4370858.0,4389320.0,4406606.0,4423069.0,4438821.0,4453985.0,4469034.0,4484523.0,4500871.0,4518101.0,4536195.0,4555413.0,4576029.0,4598125.0,4621420.0,4645404.0,4669621.0,4693424.0,4716123.0,4737954.0,4758154.0,4773684.0,4780629.0,4776370.0,4760003.0,4732866.0,4697537.0,4657800.0,4616763.0,4574888.0,4532405.0,4491906.0,4456446.0,4428075.0,4408073.0,4395802.0,4388909.0,4383877.0,4378066.0,4370782.0,4362427.0,4352639.0,4341261.0,4328163.0,4313098.0,4295869.0,4276593.0,4255518.0,4232874.0,4208611.0,4182846.0,4156407.0,4130299.0,4105268.0,4081657.0,4059285.0,4037691.0,4016135.0,3994079.0,3971396.0,3948251.0,3924755.0,3901052.0,3877267.0,3853400.0,3829376.0,3805180.0,3780745.0,3756066.0,3731134.0,3705966.0,3680570.0,3654974.0,3629189.0,3603240.0,3577124.0,3550858.0,3524481.0,3498034.0,3471510.0,3444942.0,3418295.0,3391589.0,3364799.0,3337940.0,3311028.0,3284084.0,3257094.0,3230100.0,3203091.0,3176081.0,3149098.0,3122139.0,3095222.0,3068376.0,3041600.0,3014887.0,2988249.0,2961669.0,2935184.0,2908801.0,2882529.0,2856388.0,2830405.0,2804579.0,2778949.0,2753545.0,2728394.0,2703556.0,2679055.0,2654873.0,2631045.0,2607553.0,2584446.0,2561702.0,2539338.0,2517329.0,2495623.0,2474211.0,2453086.0,2432228.0,2411650.0,2391332.0,2371266.0,2351458.0,2331888.0,2312547.0,2293451.0,2274555.0,2255881.0,2237427.0,2219183.0,2201146.0,2183314.0,191,Until 1992 part of Yugoslavia
