X,Y,CountryCode
1064,184,156
1072,184,156
1080,184,156
1088,184,156
1096,184,156
1104,184,156
1112,184,156
1120,184,156
864,192,156
872,192,156
880,192,156
888,192,156
1032,192,156
1040,192,156
1048,192,156
1056,192,156
1064,192,156
1072,192,156
1080,192,156
1088,192,156
1096,192,156
1104,192,156
1112,192,156
848,200,156
856,200,156
864,200,156
872,200,156
880,200,156
888,200,156
896,200,156
904,200,156
1024,200,156
1032,200,156
1040,200,156
1048,200,156
1056,200,156
1064,200,156
1072,200,156
1080,200,156
1088,200,156
1096,200,156
1104,200,156
840,208,156
848,208,156
856,208,156
864,208,156
872,208,156
880,208,156
888,208,156
896,208,156
904,208,156
1016,208,156
1024,208,156
1032,208,156
1040,208,156
1048,208,156
1056,208,156
1064,208,156
1072,208,156
1080,208,156
1088,208,156
1096,208,156
840,216,156
848,216,156
856,216,156
864,216,156
872,216,156
880,216,156
888,216,156
896,216,156
904,216,156
912,216,156
992,216,156
1000,216,156
1008,216,156
1016,216,156
1024,216,156
1032,216,156
1040,216,156
1048,216,156
1056,216,156
1064,216,156
1072,216,156
1080,216,156
1088,216,156
840,224,156
848,224,156
856,224,156
864,224,156
872,224,156
880,224,156
888,224,156
896,224,156
904,224,156
912,224,156
920,224,156
928,224,156
976,224,156
984,224,156
992,224,156
1000,224,156
1008,224,156
1016,224,156
1024,224,156
1032,224,156
1040,224,156
1048,224,156
1056,224,156
1064,224,156
1072,224,156
1080,224,156
840,232,156
848,232,156
856,232,156
864,232,156
872,232,156
880,232,156
888,232,156
896,232,156
904,232,156
912,232,156
920,232,156
928,232,156
936,232,156
944,232,156
952,232,156
960,232,156
968,232,156
976,232,156
984,232,156
992,232,156
1000,232,156
1008,232,156
1016,232,156
1024,232,156
1032,232,156
1040,232,156
1064,232,156
1072,232,156
832,240,156
840,240,156
848,240,156
856,240,156
864,240,156
872,240,156
880,240,156
888,240,156
896,240,156
904,240,156
912,240,156
920,240,156
928,240,156
936,240,156
944,240,156
952,240,156
960,240,156
968,240,156
976,240,156
984,240,156
992,240,156
1000,240,156
1008,240,156
1016,240,156
1024,240,156
1032,240,156
1040,240,156
832,248,156
840,248,156
848,248,156
856,248,156
864,248,156
872,248,156
880,248,156
888,248,156
896,248,156
904,248,156
912,248,156
920,248,156
928,248,156
936,248,156
944,248,156
952,248,156
960,248,156
968,248,156
976,248,156
984,248,156
992,248,156
1000,248,156
1008,248,156
1016,248,156
1024,248,156
1032,248,156
1040,248,156
824,256,156
832,256,156
840,256,156
848,256,156
856,256,156
864,256,156
872,256,156
880,256,156
888,256,156
896,256,156
904,256,156
912,256,156
920,256,156
928,256,156
936,256,156
944,256,156
952,256,156
960,256,156
968,256,156
976,256,156
984,256,156
992,256,156
1000,256,156
1008,256,156
1016,256,156
1024,256,156
1032,256,156
1040,256,156
1048,256,156
1056,256,156
816,264,156
824,264,156
832,264,156
840,264,156
848,264,156
856,264,156
864,264,156
872,264,156
880,264,156
888,264,156
896,264,156
904,264,156
912,264,156
920,264,156
928,264,156
936,264,156
944,264,156
952,264,156
960,264,156
968,264,156
976,264,156
984,264,156
992,264,156
1000,264,156
1008,264,156
1016,264,156
1024,264,156
1032,264,156
1040,264,156
1048,264,156
808,272,156
816,272,156
824,272,156
832,272,156
840,272,156
848,272,156
856,272,156
864,272,156
872,272,156
880,272,156
888,272,156
896,272,156
904,272,156
912,272,156
920,272,156
928,272,156
936,272,156
944,272,156
952,272,156
960,272,156
968,272,156
976,272,156
984,272,156
992,272,156
1000,272,156
1008,272,156
1016,272,156
1024,272,156
1032,272,156
1040,272,156
808,280,156
816,280,156
824,280,156
832,280,156
840,280,156
848,280,156
856,280,156
864,280,156
872,280,156
880,280,156
888,280,156
896,280,156
904,280,156
912,280,156
920,280,156
928,280,156
936,280,156
944,280,156
952,280,156
960,280,156
968,280,156
976,280,156
984,280,156
992,280,156
1000,280,156
1008,280,156
1016,280,156
1024,280,156
1032,280,156
1040,280,156
816,288,156
824,288,156
832,288,156
840,288,156
848,288,156
856,288,156
864,288,156
872,288,156
880,288,156
888,288,156
896,288,156
904,288,156
912,288,156
920,288,156
928,288,156
936,288,156
944,288,156
952,288,156
960,288,156
968,288,156
976,288,156
984,288,156
992,288,156
1000,288,156
1008,288,156
1016,288,156
1024,288,156
1032,288,156
1040,288,156
1048,288,156
824,296,156
832,296,156
840,296,156
848,296,156
856,296,156
864,296,156
872,296,156
880,296,156
888,296,156
896,296,156
904,296,156
912,296,156
920,296,156
928,296,156
936,296,156
944,296,156
952,296,156
960,296,156
968,296,156
976,296,156
984,296,156
992,296,156
1000,296,156
1008,296,156
1016,296,156
1024,296,156
1032,296,156
1040,296,156
1048,296,156
1056,296,156
840,304,156
848,304,156
856,304,156
864,304,156
872,304,156
880,304,156
888,304,156
896,304,156
904,304,156
912,304,156
920,304,156
928,304,156
936,304,156
944,304,156
952,304,156
960,304,156
968,304,156
976,304,156
984,304,156
992,304,156
1000,304,156
1008,304,156
1016,304,156
1024,304,156
1032,304,156
1040,304,156
1048,304,156
1056,304,156
856,312,156
864,312,156
872,312,156
880,312,156
888,312,156
896,312,156
904,312,156
912,312,156
920,312,156
928,312,156
936,312,156
944,312,156
952,312,156
960,312,156
968,312,156
976,312,156
984,312,156
992,312,156
1000,312,156
1008,312,156
1016,312,156
1024,312,156
1032,312,156
1040,312,156
1048,312,156
1056,312,156
864,320,156
872,320,156
880,320,156
888,320,156
896,320,156
904,320,156
912,320,156
920,320,156
928,320,156
936,320,156
944,320,156
952,320,156
960,320,156
968,320,156
976,320,156
984,320,156
992,320,156
1000,320,156
1008,320,156
1016,320,156
1024,320,156
1032,320,156
1040,320,156
1048,320,156
1056,320,156
864,328,156
872,328,156
880,328,156
888,328,156
896,328,156
904,328,156
912,328,156
920,328,156
928,328,156
936,328,156
944,328,156
952,328,156
960,328,156
968,328,156
976,328,156
984,328,156
992,328,156
1000,328,156
1008,328,156
1016,328,156
1024,328,156
1032,328,156
1040,328,156
1048,328,156
920,336,156
928,336,156
936,336,156
944,336,156
952,336,156
960,336,156
968,336,156
976,336,156
984,336,156
992,336,156
1000,336,156
1008,336,156
1016,336,156
1024,336,156
1032,336,156
1040,336,156
1048,336,156
928,344,156
936,344,156
944,344,156
952,344,156
960,344,156
968,344,156
976,344,156
984,344,156
992,344,156
1000,344,156
1008,344,156
1016,344,156
1024,344,156
1032,344,156
1040,344,156
936,352,156
944,352,156
952,352,156
960,352,156
968,352,156
976,352,156
984,352,156
992,352,156
1000,352,156
1008,352,156
1016,352,156
1024,352,156
1032,352,156
952,360,156
960,360,156
968,360,156
976,360,156
984,360,156
992,360,156
1000,360,156
1008,360,156
1016,360,156
1024,360,156
952,368,156
960,368,156
968,368,156
976,368,156
984,368,156
992,368,156
1000,368,156
1008,368,156
1016,368,156
952,376,156
960,376,156
968,376,156
976,376,156
984,376,156
992,376,156
1000,376,156
1008,376,156
1016,376,156
952,384,156
960,384,156
968,384,156
976,384,156
984,384,156
992,384,156
1000,384,156
1008,384,156
944,392,156
952,392,156
960,392,156
992,392,156
1000,392,156
1008,392,156
944,400,156
952,400,156
960,400,156
944,408,156
952,408,156
960,408,156
952,416,156
856,344,50
864,344,50
856,352,50
864,352,50
872,352,50
880,352,50
888,352,50
864,360,50
872,360,50
880,360,50
888,360,50
896,360,50
904,360,50
912,360,50
856,368,50
864,368,50
872,368,50
880,368,50
888,368,50
896,368,50
904,368,50
912,368,50
856,376,50
864,376,50
872,376,50
880,376,50
888,376,50
896,376,50
856,384,50
864,384,50
872,384,50
880,384,50
888,384,50
896,384,50
864,392,50
872,392,50
880,392,50
888,392,50
896,392,50
912,392,50
872,400,50
880,400,50
888,400,50
896,400,50
904,400,50
912,400,50
872,408,50
880,408,50
888,408,50
896,408,50
904,408,50
912,408,50
872,416,50
880,416,50
888,416,50
896,416,50
904,416,50
912,416,50
864,424,50
872,424,50
880,424,50
888,424,50
896,424,50
904,424,50
912,424,50
896,432,50
904,432,50
912,432,50
912,440,50
920,440,50
936,400,104
920,408,104
928,408,104
936,408,104
920,416,104
928,416,104
936,416,104
944,416,104
920,424,104
928,424,104
936,424,104
944,424,104
952,424,104
920,432,104
928,432,104
936,432,104
944,432,104
928,440,104
936,440,104
936,448,104
944,448,104
944,456,104
944,464,104
1008,592,360
1032,592,360
1064,592,360
1072,592,360
1080,592,360
1088,592,360
992,600,360
1000,600,360
1008,600,360
1016,600,360
1024,600,360
1032,600,360
1040,600,360
1048,600,360
1056,600,360
1064,600,360
1072,600,360
1080,600,360
992,608,360
1000,608,360
1008,608,360
1016,608,360
1024,608,360
1032,608,360
1040,608,360
1048,608,360
1056,608,360
1064,608,360
1072,608,360
1080,608,360
1088,608,360
1096,608,360
1000,616,360
1008,616,360
1016,616,360
1024,616,360
1032,616,360
1040,616,360
1048,616,360
1056,616,360
1064,616,360
1072,616,360
1080,616,360
1088,616,360
1096,616,360
1104,616,360
1008,624,360
1016,624,360
1024,624,360
1032,624,360
1040,624,360
1048,624,360
1056,624,360
1064,624,360
1072,624,360
1080,624,360
1088,624,360
1096,624,360
1104,624,360
1016,632,360
1024,632,360
1032,632,360
1040,632,360
1064,632,360
1072,632,360
1080,632,360
1088,632,360
944,536,360
952,544,360
960,544,360
952,552,360
960,552,360
968,552,360
960,560,360
968,560,360
976,560,360
968,568,360
976,568,360
984,568,360
976,576,360
984,576,360
992,576,360
984,584,360
992,584,360
1056,536,360
1064,536,360
1072,536,360
1048,544,360
1056,544,360
1064,544,360
1072,544,360
1024,552,360
1032,552,360
1040,552,360
1048,552,360
1056,552,360
1032,560,360
1040,560,360
1048,560,360
1040,568,360
1112,608,360
1120,608,360
1128,600,360
1128,608,360
1128,576,360
1112,528,360
1096,536,360
1104,536,360
1088,552,360
1088,560,360
1096,560,360
1088,568,360
1104,568,360
1144,552,360
1136,560,360
1144,560,360
1144,568,360
1120,560,360
1112,552,360
1112,544,360
936,552,360
944,224,496
960,424,764
952,432,764
960,432,764
944,440,764
952,440,764
960,440,764
968,440,764
976,440,764
952,448,764
960,448,764
968,448,764
976,448,764
952,456,764
960,456,764
968,456,764
976,456,764
984,456,764
952,464,764
960,464,764
968,464,764
976,464,764
984,464,764
952,472,764
960,472,764
968,472,764
976,472,764
952,480,764
968,480,764
952,488,764
952,496,764
952,504,764
960,504,764
960,512,764
968,520,764
968,528,764
968,392,704
976,392,704
984,392,704
968,400,704
976,400,704
984,400,704
992,400,704
1000,400,704
968,408,704
976,408,704
984,408,704
992,408,704
960,416,704
968,416,704
976,416,704
984,416,704
992,416,704
968,424,704
976,424,704
984,424,704
992,424,704
968,432,704
992,440,704
992,448,704
1000,448,704
992,456,704
1000,456,704
992,464,704
1000,464,704
1000,472,704
1008,472,704
1000,480,704
1008,480,704
1000,488,704
1008,488,704
992,496,704
1000,496,704
992,504,704
1000,504,704
976,432,418
984,432,418
984,440,418
984,448,418
984,472,116
992,472,116
976,480,116
984,480,116
992,480,116
976,488,116
984,488,116
992,488,116
976,528,458
976,536,458
984,536,458
984,544,458
1056,520,458
1064,520,458
1048,528,458
1056,528,458
1064,528,458
1072,528,458
1040,536,458
1048,536,458
1032,544,458
1040,544,458
992,544,702
984,552,702
992,552,702
1000,552,702
1048,360,344
1040,352,344
1048,352,344
1040,360,344
1128,480,608
1120,488,608
1128,488,608
1104,496,608
1112,496,608
1120,496,608
1128,496,608
1096,504,608
1120,504,608
1128,504,608
1112,512,608
1120,512,608
1128,512,608
1104,472,608
1096,480,608
1112,488,608
1112,480,608
1096,456,608
1096,464,608
1088,520,608
1080,456,608
1088,392,608
1096,392,608
1080,400,608
1088,400,608
1096,400,608
1080,408,608
1088,408,608
1080,416,608
1088,416,608
1080,424,608
1088,424,608
1096,424,608
1088,432,608
1096,432,608
1112,432,608
1088,440,608
1096,440,608
1104,440,608
1088,448,608
1104,448,608
1112,448,608
1120,448,608
1120,456,608
1112,464,608
1120,464,608
1120,472,608
1064,480,608
1072,472,608
1088,464,608
1096,448,608
1072,408,608
1080,352,158
1088,352,158
1072,360,158
1080,360,158
1072,368,158
1080,368,158
1064,376,158
1072,376,158
1080,376,158
1072,384,158
1072,392,158
1112,200,408
1104,208,408
1112,208,408
1096,216,408
1104,216,408
1112,216,408
1096,224,408
1104,224,408
1112,224,408
1096,232,408
1104,232,408
1112,320,392
1120,320,392
1112,328,392
1120,328,392
1120,336,392
1120,344,392
1128,328,392
1136,328,392
1144,328,392
1104,328,392
1192,240,392
1192,248,392
1192,256,392
1184,264,392
1192,264,392
1184,272,392
1192,272,392
1168,280,392
1176,280,392
1184,280,392
1192,280,392
1168,288,392
1176,288,392
1184,288,392
1192,288,392
1160,296,392
1168,296,392
1176,296,392
1192,296,392
1136,304,392
1144,304,392
1152,304,392
1160,304,392
1168,304,392
1120,312,392
1128,312,392
1136,312,392
1144,312,392
1152,312,392
1160,312,392
1136,320,392
1144,320,392
1152,320,392
1176,264,392
1200,192,392
1200,200,392
1208,200,392
1200,208,392
1208,208,392
1216,208,392
1192,216,392
1200,216,392
1208,216,392
1216,216,392
1192,224,392
1208,224,392
1120,224,410
1112,232,410
1120,232,410
1128,232,410
1112,240,410
1120,240,410
1128,240,410
1112,248,410
1120,248,410
1128,248,410
1136,248,410
1112,256,410
1120,256,410
1128,256,410
1136,256,410
1112,264,410
1120,264,410
1128,264,410
1136,264,410
1112,272,410
1120,272,410
1128,272,410
1136,600,626
1152,560,598
1152,568,598
1160,568,598
1168,616,36
1160,624,36
1168,624,36
1176,624,36
1184,624,36
1152,632,36
1160,632,36
1168,632,36
1176,632,36
1184,632,36
1176,552,583
1192,640,554
1200,624,554
1200,632,554
1200,608,242
8,264,840
16,264,840
24,264,840
32,264,840
40,264,840
48,264,840
56,264,840
64,264,840
72,264,840
80,264,840
88,264,840
8,272,840
16,272,840
24,272,840
32,272,840
40,272,840
48,272,840
56,272,840
64,272,840
72,272,840
80,272,840
88,272,840
96,272,840
152,272,840
8,280,840
16,280,840
24,280,840
32,280,840
40,280,840
48,280,840
56,280,840
64,280,840
72,280,840
80,280,840
88,280,840
96,280,840
112,280,840
144,280,840
8,288,840
16,288,840
24,288,840
32,288,840
40,288,840
48,288,840
56,288,840
64,288,840
72,288,840
80,288,840
88,288,840
96,288,840
112,288,840
128,288,840
136,288,840
8,296,840
16,296,840
24,296,840
32,296,840
40,296,840
48,296,840
56,296,840
64,296,840
72,296,840
80,296,840
88,296,840
96,296,840
104,296,840
112,296,840
120,296,840
128,296,840
136,296,840
8,304,840
16,304,840
24,304,840
32,304,840
40,304,840
48,304,840
56,304,840
64,304,840
72,304,840
80,304,840
88,304,840
96,304,840
104,304,840
112,304,840
120,304,840
128,304,840
136,304,840
8,312,840
16,312,840
24,312,840
32,312,840
40,312,840
48,312,840
56,312,840
64,312,840
72,312,840
80,312,840
88,312,840
96,312,840
104,312,840
